Timestamp,User\g,Nice\g,System\g,Wait\g,Idle\g
2014-06-10T17:00:45-04:00,NaN,NaN,NaN,NaN,NaN
2014-06-10T17:01:00-04:00,NaN,NaN,NaN,NaN,NaN
2014-06-10T17:01:15-04:00,NaN,NaN,NaN,NaN,NaN
2014-06-10T17:01:30-04:00,NaN,NaN,NaN,NaN,NaN
2014-06-10T17:01:45-04:00,NaN,NaN,NaN,NaN,NaN
2014-06-10T17:02:00-04:00,NaN,NaN,NaN,NaN,NaN
2014-06-10T17:02:15-04:00,NaN,NaN,NaN,NaN,NaN
2014-06-10T17:02:30-04:00,NaN,NaN,NaN,NaN,NaN
2014-06-10T17:02:45-04:00,NaN,NaN,NaN,NaN,NaN
2014-06-10T17:03:00-04:00,NaN,NaN,NaN,NaN,NaN
2014-06-10T17:03:15-04:00,NaN,NaN,NaN,NaN,NaN
2014-06-10T17:03:30-04:00,NaN,NaN,NaN,NaN,NaN
