Timestamp,In ,Out
2014-06-07T23:00:45-04:00,1514.63,1526.58
2014-06-07T23:01:00-04:00,1514.63,1526.58
2014-06-07T23:01:15-04:00,1514.63,1526.58
2014-06-07T23:01:30-04:00,1514.63,1526.58
2014-06-07T23:01:45-04:00,1514.63,1526.58
2014-06-07T23:02:00-04:00,1514.63,1526.58
2014-06-07T23:02:15-04:00,1514.63,1526.58
2014-06-07T23:02:30-04:00,1514.63,1526.58
2014-06-07T23:02:45-04:00,1514.63,1526.58
2014-06-07T23:03:00-04:00,1514.63,1526.58
2014-06-07T23:03:15-04:00,1514.63,1526.58
2014-06-07T23:03:30-04:00,NaN,NaN
